Station,Year,Month,Day,Max Temp. (degree Celcius),Min Temp. (degree Celcius),Rainfall (mm),Actual Evaporation (mm),"Relative Humidity (morning, %)","Relative Humidity (afternoon, %)",Sunshine (hour/day),Cloudy (hour/day),Solar Radiation (cal/cm^2/day),,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,18,35.4,22.4,0,6,72,58,5.3,7.2,348.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,19,34.2,24.6,20.4,5.4,72,63,3.2,9.3,280.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,20,29.8,26.4,0,3,82,68,3.3,9.2,283.83,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,21,28.4,21.4,13,2,83,64,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,22,24.8,23.4,29.2,2.2,100,95,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,23,27.7,20.8,56.4,4.4,90,91,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,24,28.5,20.2,20.2,4.2,100,90,0,12.5,176.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,25,33.8,19.2,45.2,,91,74,3.2,9.3,280.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,26,34.2,20.4,0,,79,67,5.6,6.9,358.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,27,34.6,20.8,0,,76,64,5.2,7.3,345.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,28,34.8,27.2,0,,83,67,5.8,6.7,365.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,29,34.5,22.4,8.2,,59,71,6.7,5.8,394.31,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,4,30,33.8,23.6,12.4,,83,64,4.8,7.7,332.57,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,1,34,21.2,30.8,,79,60,7.2,6.1,384.67,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,2,32.8,20.4,0,4,74,63,5.8,7.5,374.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,3,35.6,25.4,0,5,73,71,7.1,6.2,417.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,4,35.8,22.2,0,6,71,75,7.8,5.5,439.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,5,36.2,22.6,0,4,62,64,8.2,5.1,752.65,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,6,35.5,22.5,0,6,61,58,8.4,4.9,459.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,7,34.2,22.8,0,5,75,73,9.1,4.2,481.79,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,8,35.8,26.8,0,5,73,59,5.4,7.9,462.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,9,31.6,26.8,18.8,,80,63,4.6,8.7,336.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,10,33.5,20.6,0,6,70,59,6.4,6.9,394.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,11,35.6,26.8,0.4,4.4,69,56,5.2,8.1,355.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,12,34.5,26.4,0.4,4.4,73,65,5.8,7.5,374.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,13,33.8,27.2,0,5,75,63,6.7,6.6,404.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,14,33.5,25.2,25.2,5.2,69,70,0.8,12.5,213.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,15,31.4,22.4,69.8,,95,63,4.8,8.5,342.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,16,29.5,21,0,5.6,91,74,2.4,10.9,264.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,17,33.4,24.6,2.6,5,76,70,6.3,7,391.14,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,18,34.8,23.4,0,,68,58,7.8,5.5,439.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,19,35.4,24.2,8,,84,65,7.6,5.7,433.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,20,36.2,24.6,0,5,91,62,8.4,4.9,459.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,21,35.7,23.2,0,4,75,71,7.8,5.5,439.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,22,36.7,27.8,0,6,74,68,6.4,6.9,394.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,23,37,28.2,0,6,74,59,6.8,6.5,407.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,24,36.7,26.2,0,6,77,62,8.6,4.7,465.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,25,36.2,28.4,0,5,74,68,7.2,6.1,420.28,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,26,34.2,28.2,4,7,77,64,5.2,8.1,355.53,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,27,35,24.6,0,3,84,65,6.2,7.1,387.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,28,35.6,27.2,0,5,80,64,5.4,7.9,962.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,29,35.4,27.4,3,5,73,70,3.6,9.7,303.74,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,30,31.8,25.8,2.2,2.2,79,87,0,13.3,187.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,5,31,34.5,25.8,18.6,4.6,83,67,5.4,7.9,362.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,1,28.4,24.6,16.6,3.6,91,91,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,2,33.6,23.8,27.4,5.4,83,70,3.8,9.8,312.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,3,35.4,22.4,2.4,6.4,77,68,5.2,8.4,357.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,4,32.6,26.4,0,,83,67,3.2,10.4,293.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,5,32.2,25.6,13.6,,84,82,3.4,10.2,299.56,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,6,35.2,22.8,0,,77,68,9.3,4.3,489.34,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,7,36.4,28.4,0.4,,71,65,4.8,8.8,344.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,8,35.6,28.4,0,5,77,62,4.2,9.4,325.29,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,9,35.2,26.2,0,3,71,68,5.4,8.2,363.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,10,36.8,27.4,0.6,5.6,74,59,6.4,7.2,396.06,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,11,33.5,27.2,50,,73,76,3.3,10.3,296.34,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,12,29.8,24.8,105,,100,100,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,13,32.3,24.6,0,3,100,77,1.4,12.2,235.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,14,33.2,27.8,2.4,2.4,83,77,2.3,11.3,264.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,15,33.5,25.6,0,,83,65,6.8,6.8,408.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,16,32.3,25.4,14.2,,91,76,2.4,11.2,267.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,17,31.2,24.6,50.8,,85,100,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,18,33.8,24.4,70.2,,71,74,5.4,8.2,363.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,19,28.2,23.4,2.4,,100,100,0,13.6,190.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,20,30.8,23.6,0,4,96,76,4.8,8.8,344.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,21,32.5,25.4,13.8,6.8,84,76,2.4,11.2,267.39,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,22,32.2,25.8,14.8,,92,87,2.2,11.4,260.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,23,33.6,26.2,0,6,73,59,9.2,4.4,486.12,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,24,34.3,27.2,1.2,6.2,77,67,7.7,5.9,437.87,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,25,33.6,26.8,1.2,6.2,73,70,7.4,6.2,428.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,26,34,27.2,0,5,80,67,8.2,5.4,453.96,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,27,34.2,27,0,6,77,64,8.6,4,466.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,28,33.2,27.8,0,4,84,77,5.2,8.4,357.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,29,33.8,27.6,5.6,5.6,84,70,4.5,9.1,334.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,6,30,34.2,27.2,18.6,,96,77,2.8,10.8,280.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,1,32.4,26.4,15.4,5.4,84,91,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,2,31.4,26.2,94.8,0,83,77,2.3,11.2,261.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,3,29.4,25.8,26.6,0,100,87,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,4,29.6,24.6,45.4,0,100,92,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,5,30.5,26.2,13.4,0,100,83,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,6,32.6,25.8,20.2,6.2,84,77,3.2,10.3,290.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,7,31.4,26.4,4.2,4.2,100,67,2.4,11.1,265.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,8,32.2,26.2,0,2,84,80,2.2,11.3,258.74,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,9,32.7,27.6,13.2,5.2,83,80,1.8,11.7,245.95,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,10,29.4,25.8,5.2,7.2,91,96,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,11,30,25.7,23.8,3.2,91,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,12,30.5,24.6,8.2,2.2,96,73,0.6,12.9,207.43,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,13,31.7,25.4,4,5,91,77,5.8,7.7,374.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,14,33.5,25.8,0,5,76,74,9.5,4,492.8,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,15,33.8,27.4,0,7,84,62,9.2,4.3,483.18,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,16,35.6,28.2,0,5,77,68,10.8,2.7,534.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,17,36.5,28.4,9,7,77,74,7.2,6.3,419.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,18,34.8,25.4,4.8,4.8,77,74,6.3,7.2,390.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,19,28.6,25.6,12,3,91,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,20,28.4,25.8,10,1,91,91,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,21,31.2,25.4,0.4,1.4,96,77,2.3,11.2,261.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,22,32.6,25.3,0,5,83,74,4.8,8.7,342.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,23,31.8,26.4,14.2,3.2,79,84,1.8,11.7,245.95,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,24,27.7,25.8,34,1,95,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,25,26.4,24.6,24.8,0,100,100,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,26,30.2,24.8,31.4,0,100,91,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,27,33.4,24.8,2,0,100,83,2.3,11.2,261.94,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,28,32.3,26,0,0,91,79,4.8,8.7,342.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,29,32.4,25.4,0,3,96,82,0,13.5,188.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,30,32.8,27.2,0,4,84,73,6.8,6.7,406.23,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,7,31,32.6,27.5,10.8,2.8,80,83,0.8,12.7,213.85,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,1,33.4,25.8,1,4,84,77,0.8,12.1,209.78,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,2,33.6,27.6,10.4,5.4,92,91,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,3,32.8,26.2,6.6,0,84,67,2.3,10.6,258.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,4,33.2,27.4,1.6,0,92,64,5.6,7.3,357.09,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,5,34.2,26.8,16.6,0,84,71,3.7,9.2,304.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,6,31.6,26.2,5,3,87,84,2.6,10.3,268.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,7,32.4,25.8,0,4,95,73,6.4,6.5,393.1,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,8,32.8,26.2,16.4,0,80,92,6.2,6.7,386.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,9,33.5,26.8,10.2,0,80,80,3.7,9.2,304.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,10,32.8,27.6,60.2,0,80,84,1.2,11.7,222.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,11,30.4,23.6,45,0,96,100,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,12,28.6,25.6,64,0,100,100,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,13,29.8,25.2,19.2,0,100,92,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,14,29.7,25.2,1,0,100,96,0,12.9,183.6,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,15,33.3,25.7,40.8,0,92,77,2.4,10.5,262.16,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,16,31.2,24.8,4.8,0,83,91,2.3,10.6,258.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,17,31.4,25.4,0,0,87,84,4.8,8.1,340.72,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,18,31.8,25.5,4.2,7.2,87,70,5.6,7.3,366.91,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,19,34.8,24.4,0,7,84,67,10.8,2.1,537.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,20,37.4,27.2,0,4,73,64,8.6,4.3,465.11,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,21,34.8,27.8,21.2,5.2,84,77,4.8,8.1,340.72,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,22,34.2,25.4,68.2,0,96,70,4.5,8.4,330.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,23,31.2,25,2,2,100,84,3.4,9.5,294.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,24,37.4,26.7,0,5,83,67,10.6,2.3,530.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,25,34.2,24,0,4,80,71,5.4,7.5,360.36,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,26,35.2,27.6,50.2,0,80,74,6.2,6.7,386.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,27,33.6,25.2,0,5,96,77,10.2,2.7,517.49,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,28,35.4,26.8,0,6,76,71,7.6,5.3,432.38,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,29,32.4,27.6,11.8,0,76,83,6.2,6.7,386.55,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,30,33.5,26.8,0.6,2,77,77,2.3,10.6,258.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,8,31,31.5,27.6,5,0,87,80,2.8,10.1,275.25,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,9,1,33.2,25.8,0,0,80,74,3.6,8.6,270.26,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,2,33.8,25.6,23.6,0,84,77,8.4,3.8,415.96,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,3,34.8,25.2,4.4,0,80,71,7.3,4.9,382.57,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,4,37.2,25.6,0,5,84,65,8.8,3.4,428.1,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,5,34.7,27.4,0.6,2.6,80,71,3.6,8.6,270.26,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,6,33.5,27.3,10.6,3.6,77,92,6.8,11.4,185.28,,,,,,,,,,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
,2017,9,7,32.7,25.8,7.4,1.4,84,92,0,12.2,161,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,8,35.4,26.6,0,6,84,67,5.4,6.8,24.9,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,9,34.2,27.8,1.8,2.8,80,71,1.4,10.8,203.94,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,10,30.8,27.4,53.4,2.4,87,91,0,12.2,161,,,,,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87
,2017,9,11,28.6,23.9,7.2,1.2,95,100,0,12.2,161,,,,,,,,,,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
,2017,9,12,31.8,24.2,0,2,91,77,5.3,6.9,321.86,,,,,,,,,,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
,2017,9,13,33.4,26.7,0,4,83,74,4.8,7.4,306.69,,,,,,,,,,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
,2017,9,14,33.8,26.8,0,4,84,71,7.8,4.4,397.74,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,15,34,27,0,4,80,71,7.4,4.8,385.62,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,16,37.4,27.2,0,5,80,65,6.4,5.8,355.25,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,17,33.6,28.9,6,3,83,73,2.6,9.6,239.91,,,,,,,,,,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
,2017,9,18,34.6,26.2,20.8,5.8,76,61,7.4,4.8,385.6,,,,,,,,,,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76
,2017,9,19,29.8,25.4,7.8,4.8,96,83,0,12.2,161,,,,,,,,,,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
,2017,9,20,31.5,25.2,43.4,0,96,96,2.8,9.4,245.98,,,,,,,,,,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
,2017,9,21,32.2,23.4,7.8,0,84,83,3.9,8.3,279.37,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,22,34.9,25.9,0,5,80,71,9.8,2.4,458.45,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,23,35.4,27.2,0,3,77,71,4.5,7.7,297.58,,,,,,,,,,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
,2017,9,24,35.4,27.4,5.8,3.8,77,81,2.6,9.6,239.91,,,,,,,,,,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
,2017,9,25,34.5,28.2,0,2,83,74,0,12.2,161,,,,,,,,,,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
,2017,9,26,34.5,28.2,0,2,84,71,0,12.2,161,,,,,,,,,,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
,2017,9,27,31.4,28.4,4.6,1.6,83,87,0.8,11.4,185.28,,,,,,,,,,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
,2017,9,28,33.8,25.8,62.6,0.6,80,80,2.4,9.8,233.84,,,,,,,,,,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,2017,9,29,29.8,24.6,0.6,0.6,100,96,0,12.2,161,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,2017,9,30,32.2,25.8,50,0,92,91,3.4,8.8,264.19,,,,,,,,,,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92
,2017,10,1,31.7,24.6,63,0,92,91,1.4,10.1,184.83,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,2,32.5,23.6,1,3,92,70,6.2,5.3,323.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,3,34.5,26.2,1.4,4.4,77,67,6.3,5.2,326.34,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,4,35.2,26.8,0,4,77,67,5.8,5.7,311.9,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,5,36.2,27.4,0,4,77,65,7.3,4.2,355.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,6,36.4,27.8,0.4,4.4,77,73,4.8,6.7,283.02,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,7,32.8,26.2,0,2,83,73,2.8,8.7,225.26,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,8,32.9,26.2,0,3,72,73,1.2,10.3,179.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,9,31.7,25.2,0,3,91,83,2.4,9.1,213.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,10,33.7,25.2,0,1.8,84,67,7.8,3.7,369.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,11,35.4,26.2,0,3,77,65,7.3,4.2,355.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,12,35.2,26.9,0,4,73,65,8.4,3.1,386.99,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,13,34.8,27.2,0,5,77,62,7.6,3.9,363.88,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,14,35.4,27.1,1.6,4,80,62,7.3,4.2,355.22,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,15,33.9,25.6,0,5.6,80,65,3.3,8.2,239.7,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,16,34.3,26.2,0,2,80,64,4.2,7.3,265.69,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,17,35.4,26.1,2,2,77,57,7.8,3.7,369.66,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,18,32.8,25.8,80,5,83,70,4.3,7.2,268.58,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,19,29.6,23.4,12.6,6,100,79,2.2,9.3,207.93,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,20,25.6,24.5,128.4,1.6,95,100,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,21,25.4,23.2,47.6,0,100,100,0,11.5,144.4,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,22,28.5,21.8,1.8,0,95,75,6.2,5.3,323.45,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,23,32.8,22.4,0,0,91,57,7.2,4.3,352.33,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,24,31.9,23.2,0,0,91,76,5.3,6.2,297.46,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,25,31.5,22.8,0,3,91,73,2.7,8.8,222.37,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,26,31.2,23.4,0,2,87,63,8.8,2.7,398.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,27,31.7,21.2,0,3,91,69,5.7,5.8,309.01,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,28,30.5,21.6,0,3,82,68,6.7,4.8,337.89,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,29,30.9,19.8,0,2,74,52,6.9,4.6,343.17,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,30,25.6,21.8,0,3,86,81,2.3,9.2,210.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,10,31,29.4,18.7,0,1,78,61,8.2,3.3,381.21,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,1,31.2,19.2,0,3,79,62,9.2,1.7,356.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,2,31.5,19.8,0,2,71,56,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,3,32,19.4,0,4,75,57,9.3,1.6,359.04,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,4,33.4,21.2,0,4,74,57,9.6,1.3,366.71,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,5,33.2,21.6,0,4,75,57,9.8,1.1,371.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,6,33.4,21.7,0,3,75,54,9.2,1.7,356.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,7,33.5,20.8,0,4,71,54,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,8,32.8,20.2,0,3,79,51,9.5,2.4,364.15,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,9,32.2,19.4,0,2,74,53,8.6,2.3,341.13,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,10,32,19.6,0,3,71,51,10.2,0.7,382.05,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,11,32.5,19.4,0,3,66,56,9.4,1.5,361.59,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,12,32.8,18.9,0,4,70,57,9.2,1.7,356.48,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,13,33.5,19.8,0,3,64,57,6.7,4.2,292.54,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,14,32.2,20.9,0,3,74,58,6.2,4.7,279.76,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,15,27,22.8,3,1,86,86,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,16,25.5,20.8,4.4,4,90,90,0,10.9,121.2,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,17,29.2,21.4,0,1,86,72,3.2,7.7,203.03,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,18,32.5,23.8,0,2,83,69,3.7,7.2,215.82,,,,,,,,,,,,,,,,,,,,,,,,,
,2017,11,19,32.4,23.9,0,2,86,57,7.6,3.3,315.56,,,,,,,,,,,,,,,,,,,,,,,,,
